Course Number,Course Title,Formerly Known,Last Approved Date,Last Edit Date,Long Course Title,Short Course Title,Effective Term,Equivalent Courses,Course Syllabus Links,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Comments,Reviewer Comments,Status Head
LAW 6542,International Banking and Investment Law,,10/21/21 4:05 am,10/19/21 1:36 pm,International Banking and Investment Law,Int'l Banking&Investment Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5252/Blank.docx'],,,,,,,,
LAW 6543,Chinese Law and Legal Institutions,,08/10/18 12:01 pm,03/22/18 11:44 am,Chinese Law and Legal Institutions,Chinese Law and Legal Institut,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/5240/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6544,International Investment Law and Arbitration,,06/02/21 4:04 am,06/01/21 1:44 pm,International Investment Law and Arbitration,Int'l Investment Law & Arbitra,Summer 2021,,['https://next.bulletin.gwu.edu/courseadmin/5236/6544%20International%20Investment%20Law%20and%20Arbitration.docx'],,,,,,,,
LAW 6545,International Project Finance,,10/28/21 4:05 am,10/22/21 5:02 pm,International Project Finance,International Project Finance,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5258/syllabus%20placeholder.docx'],,,,,,,,
LAW 6546,International Law-Human Rights,,03/05/22 4:05 am,03/03/22 2:00 pm,International Law-Human Rights,International Law-Human Rights,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5260/syllabus%20placeholder.docx'],,,,,,,,
LAW 6547,Regional Protection of Human Rights,,10/21/21 4:05 am,10/20/21 1:04 pm,Regional Protection of Human Rights,RegionalProtection/HumanRights,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5255/Blank.docx'],,,,,,,,
LAW 6548,Air and Space Law,,10/28/21 4:05 am,10/25/21 6:44 pm,Air and Space Law,Air and Space Law,Spring 2022,IAFF 6158 - Special Topics in International Science and Technology Policy,['https://next.bulletin.gwu.edu/courseadmin/5262/syllabus%20placeholder.docx'],,,,,,,,
LAW 6549,Chinese Business Law,,10/28/21 4:05 am,10/25/21 6:45 pm,Chinese Business Law,Chinese Business Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5263/syllabus%20placeholder.docx'],,,,,,,,
LAW 6550,Law of the Sea,,10/28/21 4:05 am,10/25/21 6:45 pm,Law of the Sea,Law of the Sea,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5264/syllabus%20placeholder.docx'],,,,,,,,
LAW 6551,"International Law, Territory, and Territorial Disputes",,10/21/21 4:05 am,10/19/21 1:37 pm,"International Law, Territory, and Territorial Disputes",Intl Law/Territory&TerritDispu,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5259/Blank.docx'],,,,,,,,
LAW 6552,Law of War,,10/21/21 4:05 am,10/20/21 1:04 pm,Law of War,Law of War,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5266/syllabus%20placeholder.docx'],,,,,,,,
LAW 6553,U.S. Export Control Law and Regulation,,10/21/21 4:05 am,10/19/21 1:38 pm,U.S. Export Control Law and Regulation,Export Ctrl Law & Reg,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5261/Blank.docx'],,,,,,,,
LAW 6554,International Criminal Law,,10/28/21 4:05 am,10/25/21 5:59 pm,International Criminal Law,International Criminal Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5268/syllabus%20placeholder.docx'],,,,,,,,
LAW 6555,Comparative Constitutional Law,,10/28/21 4:05 am,10/25/21 5:58 pm,Comparative Constitutional Law,Comparative Constitutional Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5270/syllabus%20placeholder.docx'],,,,,,,,
LAW 6556,International Arbitration,,07/20/22 4:05 am,07/15/22 12:25 pm,International Arbitration,International Arbitration,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5272/syllabus%20placeholder.docx'],,,,,,,,
LAW 6557,Introduction to Transactional Islamic Law,,10/21/21 4:05 am,10/19/21 1:40 pm,Introduction to Transactional Islamic Law,Intro. to Trans. Islamic Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5265/Blank.docx'],,,,,,,,
LAW 6558,International Negotiations,,10/28/21 4:05 am,10/22/21 5:05 pm,International Negotiations,International Negotiations,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5273/syllabus%20placeholder.docx'],,,,,,,,
LAW 6559,Nation Building and the Rule of Law,,10/21/21 4:05 am,10/20/21 1:09 pm,Nation Building and the Rule of Law,Nation Building & Rule of Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5267/Blank.docx'],,,,,,,,
LAW 6560,Nuclear Nonprolif Law & Policy,,,,Nuclear Nonprolif Law & Policy,Nuclear Nonprolif Law & Policy,,,[],,,,,,,,Course Deactivation Proposal
LAW 6561,Selected Topics in Public International Law,,11/16/21 4:04 am,10/19/21 1:40 pm,Selected Topics in Public International Law,Selected Topics in Pub Intl,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/9558/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6562,Public International Law Seminar,,10/21/21 4:05 am,10/20/21 1:12 pm,Public International Law Seminar,Public International Law Sem,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5269/Blank.docx'],,,,,,,,
LAW 6563,Trade Remedy Law,,10/28/21 4:05 am,10/25/21 6:00 pm,Trade Remedy Law,Trade Remedy Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5277/syllabus%20placeholder.docx'],,,,,,,,
LAW 6564,International Business Transactions,,10/21/21 4:05 am,10/20/21 1:12 pm,International Business Transactions,Intrntl Business Transactions,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5271/Blank.docx'],,,,,,,,
LAW 6565,Comparative Law Seminar,,,,Comparative Law Seminar,Comparative Law Seminar,,,[],,,,,,,,
LAW 6566,Selected Topics in International Business Transactions,,11/16/21 4:04 am,11/15/21 10:23 pm,Selected Topics in International Business Transactions,Selected Topics Int'l Business,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9559/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6567,Human Rights Advocacy,,,,Human Rights Advocacy,Human Rights Advocacy,,,[],,,,,,,,
LAW 6568,Human Rights Lawyering,,10/28/21 4:05 am,10/25/21 6:01 pm,Human Rights Lawyering,Human Rights Lawyering,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5282/syllabus%20placeholder.docx'],,,,,,,,
LAW 6569,Selected Topics in Comparative Law,,11/16/21 4:05 am,11/15/21 10:24 pm,Selected Topics in Comparative Law,Selected Topics in Comparative,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9721/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6570,International Human Rights of Women,,10/21/21 4:05 am,10/19/21 1:45 pm,International Human Rights of Women,Int'l Human Rights of Women,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5275/Blank.docx'],,,,,,,,
LAW 6571,Human Rights and Environmental Protection,,08/11/22 4:05 am,07/28/22 11:32 am,Human Rights and Environmental Protection,Human Rights&Enviro Protection,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/5276/Blank.docx'],,,,,,,,
LAW 6573,Tax-Timing of Income/Deduction,,,,Tax-Timing of Income/Deduction,Tax-Timing of Income/Deduction,,,[],,,,,,,,
LAW 6576,Human Rights and Women,,,,Human Rights and Women,Human Rights and Women,,,[],,,,,,,,
LAW 6577,Special Corporate Tax Problems,,,,Special Corporate Tax Problems,Special Corporate Tax Problems,,,[],,,,,,,,
LAW 6578,Human Rights Advocacy and Dissemination,,10/21/21 4:05 am,10/19/21 1:50 pm,Human Rights Advocacy and Dissemination,Human Rights Advocacy/Dissemnt,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5280/Blank.docx'],,,,,,,,
LAW 6580,Individual and Group Rights,,04/26/19 4:09 am,04/09/19 10:55 am,Individual and Group Rights,Individual and Group Rights,Summer 2019,,['https://next.bulletin.gwu.edu/courseadmin/12057/Syllabus.doc'],,,,,,,,
LAW 6584,Human Rights and Military Responses to Terrorism,,10/21/21 4:05 am,10/19/21 1:50 pm,Human Rights and Military Responses to Terrorism,Human Rts & Mil Resp/Terrorism,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5281/Blank.docx'],,,,,,,,
LAW 6585,Fundamentals/Intl Trade Law,,,,Fundamentals/Intl Trade Law,Fundamentals/Intl Trade Law,,,[],,,,,,,,
LAW 6588,Tax Practice/Procedure Seminar,,,,Tax Practice/Procedure Seminar,Tax Practice/Procedure Seminar,,,[],,,,,,,,
LAW 6589,"Women, Money and Law",,10/28/21 4:05 am,10/25/21 6:02 pm,"Women, Money and Law","Women, Money and Law",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5288/syllabus%20placeholder.docx'],,,,,,,,
LAW 6590,Jurisprudence,,10/28/21 4:05 am,10/25/21 6:03 pm,Jurisprudence,Jurisprudence,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5290/syllabus%20placeholder.docx'],,,,,,,,
LAW 6591,Survey of US Legal History,,10/28/21 4:05 am,10/25/21 6:04 pm,Survey of US Legal History,Survey of U.S. Legal History,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5292/syllabus%20placeholder.docx'],,,,,,,,
LAW 6592,Jurisprudence Seminar,,,,Jurisprudence Seminar,Jurisprudence Seminar,,,[],,,,,,,,
LAW 6593,Introduction to Legal Theory,,10/28/21 4:05 am,10/25/21 6:05 pm,Introduction to Legal Theory,Introduction to Legal Theory,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/5294/syllabus%20placeholder.docx'],,,,,,,,
LAW 6594,History of the US Constitution,,,,History of the US Constitution,History of the US Constitution,,,[],,,,,,,,
LAW 6595,"Race, Racism, and American Law",,10/21/21 4:05 am,10/19/21 1:51 pm,"Race, Racism, and American Law","Race, Racism, and American Law",Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5291/Blank.docx'],,,,,,,,
LAW 6596,Law of Race and Slavery,,10/28/21 4:05 am,10/25/21 6:42 pm,Law of Race and Slavery,Law of Race and Slavery,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5298/syllabus%20placeholder.docx'],,,,,,,,
LAW 6597,Legal History Seminar,,,,Legal History Seminar,Legal History Seminar,,,[],,,,,,,,
LAW 6598,Law and Economics,,01/05/24 4:02 am,01/02/24 3:29 pm,Law and Economics,Law and Economics,Spring 2024,,['https://next.bulletin.gwu.edu/courseadmin/5300/6598%20Law%20and%20Economics%20Syllabus%20F2020.docx'],,,,,,,Gina Harris (gharris) (01/02/24 3:29 pm): Approving on behalf of LAW Dean at request of Njeri Bailey.,
LAW 6599,Professional Responsibility and Ethics Seminar,,10/21/21 4:05 am,10/20/21 1:14 pm,Professional Responsibility and Ethics Seminar,Prof. Resp. & Ethics Seminar,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5295/Blank.docx'],,,,,,,,
LAW 6600,Public Economic Policy & Law,,10/21/21 4:05 am,10/19/21 1:51 pm,Public Economic Policy & Law,Public Economic Policy & Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5296/syllabus%20placeholder.docx'],,,,,,,,
LAW 6601,History of the Common Law,,10/28/21 4:05 am,10/25/21 6:40 pm,History of the Common Law,History of the Common Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5302/syllabus%20placeholder.docx'],,,,,,,,
LAW 6602,Law and Accounting,,10/28/21 4:05 am,10/25/21 6:41 pm,Law and Accounting,Law and Accounting,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5305/syllabus%20placeholder.docx'],,,,,,,,
LAW 6603,Selected Topics in Professional Responsibility and Ethics,,11/16/21 4:04 am,10/19/21 1:52 pm,Selected Topics in Professional Responsibility and Ethics,Selected Topics/Prof Responsib,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/9562/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6604,Quantitative Analysis-Lawyers,,10/28/21 4:05 am,10/25/21 6:39 pm,Quantitative Analysis-Lawyers,Quantitative Analysis-Lawyers,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5308/syllabus%20placeholder.docx'],,,,,,,,
LAW 6605,Selected Topics in Legal History,,11/16/21 4:04 am,11/15/21 10:28 pm,Selected Topics in Legal History,Selected Topics in Legal Hist.,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9561/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6606,Law and Literature,,10/28/21 4:05 am,10/25/21 6:39 pm,Law and Literature,Law and Literature,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5309/syllabus%20placeholder.docx'],,,,,,,,
LAW 6607,The Law and Regulation of Science,,10/21/21 4:05 am,10/20/21 1:14 pm,The Law and Regulation of Science,The Law& Regulation of Science,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5301/Blank.docx'],,,,,,,,
LAW 6608,Feminist Legal Theory,,10/28/21 4:05 am,10/25/21 6:38 pm,Feminist Legal Theory,Feminist Legal Theory,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5310/syllabus%20placeholder.docx'],,,,,,,,
LAW 6609,Selected Topics in Jurisprudence,,11/16/21 4:05 am,11/15/21 10:29 pm,Selected Topics in Jurisprudence,Selected Topics in Jurispruden,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/9745/Selected%20Topics%20Syllabus.docx'],,,,,,,,
LAW 6610,Cultural History and the Lawyer Seminar,,10/21/21 4:06 am,10/19/21 1:53 pm,Cultural History and the Lawyer Seminar,Cult Hist & the Lawyer Sem,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5303/Blank.docx'],,,,,,,,
LAW 6612,Law and Anthropology,,10/28/21 4:05 am,10/25/21 6:32 pm,Law and Anthropology,Law and Anthropology,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5311/syllabus%20placeholder.docx'],,,,,,,,
LAW 6614,Law and Psychiatry,,10/28/21 4:05 am,10/25/21 6:33 pm,Law and Psychiatry,Law and Psychiatry,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5312/syllabus%20placeholder.docx'],,,,,,,,
LAW 6615,Law and Psychology,,,,Law and Psychology,Law and Psychology,,,[],,,,,,,,
LAW 6616,Genetics and the Law,,10/28/21 4:05 am,10/25/21 6:34 pm,Genetics and the Law,Genetics and the Law,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5316/syllabus%20placeholder.docx'],,,,,,,,
LAW 6617,Law and Medicine,,10/28/21 4:05 am,10/25/21 6:35 pm,Law and Medicine,Law and Medicine,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5319/syllabus%20placeholder.docx'],,,,,,,,
LAW 6620,Consumer Mediation Clinic,,,,Consumer Mediation Clinic,Consumer Mediation Clinic,,,[],,,,,,,,
LAW 6621,Small Business and Community Development Clinic,,10/21/21 4:06 am,10/20/21 1:26 pm,Small Business and Community Development Clinic,Small Bus & Comm Dev Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5313/Blank.docx'],,,,,,,,
LAW 6622,Public Justice Advocacy Clinic,,10/28/21 4:05 am,10/25/21 6:36 pm,Public Justice Advocacy Clinic,Public Justice Advocacy Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5321/syllabus%20placeholder.docx'],,,,,,,,
LAW 6623,Prisoner and Reentry Clinic,,10/21/21 4:06 am,10/19/21 1:53 pm,Prisoner and Reentry Clinic,Prisoner and Reentry Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5304/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6624,Family Justice Litigation Clinic,,10/28/21 4:05 am,10/22/21 5:06 pm,Family Justice Litigation Clinic,Family Justice Litig. Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5315/Blank.docx'],,,,,,,,
LAW 6625,Criminal Appeals and Post-Conviction Services Clinic,,10/21/21 4:06 am,10/19/21 1:54 pm,Criminal Appeals and Post-Conviction Services Clinic,CrimAppeals&Post-Convict Clin,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5306/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6626,Vaccine Injury Litigation Clinic,,10/21/21 4:06 am,10/19/21 1:55 pm,Vaccine Injury Litigation Clinic,Vaccine Injury Litigation Clin,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5307/Law%20School%20Syllabus.docx'],,,,,,,,
LAW 6627,Environmental Law Clinic,,10/28/21 4:05 am,10/25/21 6:37 pm,Environmental Law Clinic,Environmental Law Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5323/syllabus%20placeholder.docx'],,,,,,,,
LAW 6628,Clinic Teaching and Scholarship I,,10/21/21 4:06 am,10/19/21 1:55 pm,Clinic Teaching and Scholarship I,Clinic Teaching & Scholarshp I,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5317/Blank.docx'],,,,,,,,
LAW 6629,Clinic Teaching and Scholarship II,,10/21/21 4:06 am,10/20/21 1:30 pm,Clinic Teaching and Scholarship II,Clinic Teaching & Scholarshp 2,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5318/Blank.docx'],,,,,,,,
LAW 6630,Immigration Clinic,,10/21/21 4:06 am,10/20/21 1:36 pm,Immigration Clinic,Immigration Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5324/syllabus%20placeholder.docx'],,,,,,,,
LAW 6631,Health Rights Law Clinic,,03/07/23 4:02 am,02/23/23 12:27 pm,Health Rights Law Clinic,Health Rights Law Clinic,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/5325/Law%20Syllabus.docx'],,,,,,,,
LAW 6632,Administrative Advocacy Clinic,,,,Administrative Advocacy Clinic,Administrative Advocacy Clinic,,,[],,,,,,,,
LAW 6633,Civil and Human Rights Clinic,,10/21/21 4:06 am,10/20/21 1:38 pm,Civil and Human Rights Clinic,Civil and Human Rights Clinic,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5322/Blank.docx'],,,,,,,,
LAW 6634,Law Students in Court: Criminal Division,,10/21/21 4:04 am,10/20/21 1:38 pm,Law Students in Court: Criminal Division,Law Students in Court - Crim,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/4492/Syllabus%20Not%20Available.docx'],,,,,,,,
LAW 6635,Disability Rights Law,,02/05/20 4:06 am,02/02/20 4:46 pm,Disability Rights Law,Disability Rights Law,Fall 2020,,['https://next.bulletin.gwu.edu/courseadmin/5328/6635-10_Disabled%20People%20and%20the%20Law_Syllabus.pdf'],,,,,,,Gina Harris (gharris) (02/02/20 4:46 pm): I edited the description strictly to fit within 250-character limit (the one submitted was 565 characters).,
LAW 6636,Law and the Deaf,,,,Law and the Deaf,Law and the Deaf,,,[],,,,,,,,
LAW 6637,Legal Activism,,,,Legal Activism,Legal Activism,,,[],,,,,,,,
LAW 6638,Intensive Clinical Placement,,10/21/21 4:06 am,10/19/21 1:56 pm,Intensive Clinical Placement,Intensive Clinical Placement,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5326/syllabus%20placeholder.docx'],,,,,,,,
LAW 6639,Law Students in Court: Civil Division,,10/21/21 4:06 am,10/19/21 1:57 pm,Law Students in Court: Civil Division,Law Students in Court - Civil,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/8419/Syllabus%20Not%20Available.docx'],,,,,,,,
LAW 6640,Trial Advocacy,,10/21/21 4:06 am,10/20/21 1:41 pm,Trial Advocacy,Trial Advocacy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5331/syllabus%20placeholder.docx'],,,,,,,,
LAW 6641,External Advocacy Competition,,03/12/24 4:03 am,03/08/24 7:34 pm,External Advocacy Competition,External Advocacy Competition,Fall 2024,,['https://next.bulletin.gwu.edu/courseadmin/9443/6641%20Other%20Student%20Competitions.docx'],,,,,,,,
LAW 6642,ADR Competition,,10/28/21 4:05 am,10/25/21 6:07 pm,ADR Competition,ADR Competition,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5333/syllabus%20placeholder.docx'],,,,,,,,
LAW 6643,Pre-Trial Advocacy,,11/16/21 4:04 am,10/25/21 6:08 pm,Pre-Trial Advocacy,Pre-Trial Advocacy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5334/syllabus%20placeholder.docx'],,,,,,,,
LAW 6644,Moot Court,,10/28/21 4:05 am,10/25/21 6:08 pm,Moot Court,Moot Court,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5336/syllabus%20placeholder.docx'],,,,,,,,
LAW 6645,Mock Trial Competition,,10/28/21 4:05 am,10/25/21 6:09 pm,Mock Trial Competition,Mock Trial Competition,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5338/syllabus%20placeholder.docx'],,,,,,,,
LAW 6646,Mediation,,10/28/21 4:05 am,10/25/21 6:10 pm,Mediation,Mediation,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5339/syllabus%20placeholder.docx'],,,,,,,,
LAW 6647,Alternative Dispute Resolution,,10/28/21 4:05 am,10/25/21 6:10 pm,Alternative Dispute Resolution,Alternative Dispute Resolution,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5343/syllabus%20placeholder.docx'],,,,,,,,
LAW 6648,Negotiations,,10/28/21 4:05 am,10/25/21 6:11 pm,Negotiations,Negotiations,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5346/syllabus%20placeholder.docx'],,,,,,,,
LAW 6650,Client Interviewing and Counseling,,10/21/21 4:06 am,10/19/21 2:01 pm,Client Interviewing and Counseling,Client Interviewing/Counseling,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/5337/Blank.docx'],,,,,,,,
LAW 6651,Business and Finance Law Review,,11/01/17 4:04 am,01/17/20 4:02 pm,Business and Finance Law Review,Business & Finance Law Review,,,['https://next.bulletin.gwu.edu/courseadmin/10946/Law%20School%20Syllabus.docx'],,,,,,,,Changes saved but not submitted
